_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
27544,20220116,S08000028,"",3,Planned,"",6,15,-60
27545,20220116,S08000029,"",1,Planned,"",11,23.5,-53.2
27546,20220116,S08000029,"",2,Planned,"",13,28.5,-54.4
27547,20220116,S08000029,"",3,Planned,"",11,25,-56
27548,20220116,S08000029,"",4,Planned,"",13,20.5,-36.6
27549,20220116,S08000029,"",5,Planned,"",10,14.5,-31
27550,20220116,S08000030,"",1,Planned,"",40,37,8.1
27551,20220116,S08000030,"",2,Planned,"",30,39.5,-24.1
27552,20220116,S08000030,"",3,Planned,"",29,41.5,-30.1
27553,20220116,S08000030,"",4,Planned,"",51,54.5,-6.4
27554,20220116,S08000030,"",5,Planned,"",40,41.5,-3.6
27555,20220116,S08000031,"",1,Planned,"",364,500.5,-27.3
27556,20220116,S08000031,"",2,Planned,"",226,288.5,-21.7
27557,20220116,S08000031,"",3,Planned,"",193,239,-19.2
27558,20220116,S08000031,"",4,Planned,"",158,206,-23.3
27559,20220116,S08000031,"",5,Planned,"",162,270.5,-40.1
27560,20220116,S08000032,"",1,Planned,"",45,70.5,-36.2
27561,20220116,S08000032,"",2,Planned,"",36,62,-41.9
27562,20220116,S08000032,"",3,Planned,"",30,42,-28.6
27563,20220116,S08000032,"",4,Planned,"",16,29,-44.8
27564,20220116,S08000032,"",5,Planned,"",20,19.5,2.6
27565,20220116,S92000003,d,1,Planned,"",604,876.5,-31.1
27566,20220116,S92000003,d,2,Planned,"",552,806,-31.5
27567,20220116,S92000003,d,3,Planned,"",576,754,-23.6
27568,20220116,S92000003,d,4,Planned,"",474,672,-29.5
27569,20220116,S92000003,d,5,Planned,"",469,646,-27.4
27570,20220116,NA,NA,1,Planned,"",36,55.5,-35.1
27571,20220116,NA,NA,2,Planned,"",41,49.5,-17.2
27572,20220116,NA,NA,3,Planned,"",49,41,19.5
27573,20220116,NA,NA,4,Planned,"",37,43,-14
27574,20220116,NA,NA,5,Planned,"",34,39.5,-13.9
27575,20220123,S08000015,"",1,Planned,"",16,29.5,-45.8
27576,20220123,S08000015,"",2,Planned,"",8,32.5,-75.4
27577,20220123,S08000015,"",4,Planned,"",8,16,-50
27578,20220123,S08000016,"",1,Planned,"",5,1.5,233.3
27579,20220123,S08000016,"",3,Planned,"",8,11,-27.3
27580,20220123,S08000016,"",4,Planned,"",7,4.5,55.6
27581,20220123,S08000017,"",1,Planned,"",5,9,-44.4
27582,20220123,S08000017,"",2,Planned,"",16,21,-23.8
27583,20220123,S08000017,"",3,Planned,"",26,38.5,-32.5
27584,20220123,S08000017,"",4,Planned,"",15,13.5,11.1
27585,20220123,S08000019,"",1,Planned,"",22,30,-26.7
27586,20220123,S08000019,"",2,Planned,"",24,35,-31.4
27587,20220123,S08000019,"",3,Planned,"",20,25,-20
27588,20220123,S08000019,"",4,Planned,"",15,34.5,-56.5
27589,20220123,S08000019,"",5,Planned,"",14,29.5,-52.5
27590,20220123,S08000020,"",1,Planned,"",17,34.5,-50.7
27591,20220123,S08000020,"",2,Planned,"",36,73,-50.7
27592,20220123,S08000020,"",3,Planned,"",55,89.5,-38.5
27593,20220123,S08000020,"",4,Planned,"",60,113,-46.9
27594,20220123,S08000020,"",5,Planned,"",47,86.5,-45.7
27595,20220123,S08000022,"",1,Planned,"",13,20,-35
27596,20220123,S08000022,"",2,Planned,"",23,30.5,-24.6
27597,20220123,S08000022,"",3,Planned,"",46,58.5,-21.4
27598,20220123,S08000022,"",4,Planned,"",33,39.5,-16.5
27599,20220123,S08000024,"",1,Planned,"",45,85.5,-47.4
27600,20220123,S08000024,"",2,Planned,"",82,123,-33.3
27601,20220123,S08000024,"",3,Planned,"",102,111,-8.1
27602,20220123,S08000024,"",4,Planned,"",72,100.5,-28.4
27603,20220123,S08000024,"",5,Planned,"",92,128.5,-28.4
27604,20220123,S08000028,"",3,Planned,"",8,11.5,-30.4
27605,20220123,S08000029,"",1,Planned,"",14,33.5,-58.2
27606,20220123,S08000029,"",2,Planned,"",19,28,-32.1
27607,20220123,S08000029,"",3,Planned,"",14,29.5,-52.5
27608,20220123,S08000029,"",4,Planned,"",20,17.5,14.3
27609,20220123,S08000029,"",5,Planned,"",14,20.5,-31.7
27610,20220123,S08000030,"",1,Planned,"",31,49,-36.7
27611,20220123,S08000030,"",2,Planned,"",35,47,-25.5
27612,20220123,S08000030,"",3,Planned,"",39,54,-27.8
27613,20220123,S08000030,"",4,Planned,"",51,74.5,-31.5
27614,20220123,S08000030,"",5,Planned,"",45,45,0
27615,20220123,S08000031,"",1,Planned,"",333,487.5,-31.7
27616,20220123,S08000031,"",2,Planned,"",198,303.5,-34.8
27617,20220123,S08000031,"",3,Planned,"",159,222,-28.4
27618,20220123,S08000031,"",4,Planned,"",153,211,-27.5
27619,20220123,S08000031,"",5,Planned,"",197,251,-21.5
27620,20220123,S08000032,"",1,Planned,"",35,68,-48.5
27621,20220123,S08000032,"",2,Planned,"",47,69,-31.9
27622,20220123,S08000032,"",3,Planned,"",26,41,-36.6
27623,20220123,S08000032,"",4,Planned,"",19,31,-38.7
27624,20220123,S08000032,"",5,Planned,"",10,24.5,-59.2
27625,20220123,S92000003,d,1,Planned,"",574,908.5,-36.8
27626,20220123,S92000003,d,2,Planned,"",533,810.5,-34.2
27627,20220123,S92000003,d,3,Planned,"",543,763.5,-28.9
27628,20220123,S92000003,d,4,Planned,"",494,699,-29.3
27629,20220123,S92000003,d,5,Planned,"",457,651,-29.8
27630,20220123,NA,NA,1,Planned,"",38,60.5,-37.2
27631,20220123,NA,NA,2,Planned,"",40,35.5,12.7
27632,20220123,NA,NA,3,Planned,"",34,49.5,-31.3
27633,20220123,NA,NA,4,Planned,"",37,34,8.8
27634,20220123,NA,NA,5,Planned,"",25,39,-35.9
27635,20220130,S08000015,"",1,Planned,"",13,29.5,-55.9
27636,20220130,S08000015,"",2,Planned,"",9,29.5,-69.5
27637,20220130,S08000015,"",3,Planned,"",8,18,-55.6
27638,20220130,S08000015,"",4,Planned,"",7,17,-58.8
27639,20220130,S08000015,"",5,Planned,"",7,10.5,-33.3
27640,20220130,S08000016,"",3,Planned,"",7,11.5,-39.1
27641,20220130,S08000017,"",2,Planned,"",11,24.5,-55.1
27642,20220130,S08000017,"",3,Planned,"",17,35.5,-52.1
27643,20220130,S08000019,"",1,Planned,"",15,31.5,-52.4
27644,20220130,S08000019,"",2,Planned,"",16,32.5,-50.8
27645,20220130,S08000019,"",3,Planned,"",19,39.5,-51.9
27646,20220130,S08000019,"",4,Planned,"",16,33.5,-52.2
27647,20220130,S08000019,"",5,Planned,"",13,17,-23.5
27648,20220130,S08000020,"",1,Planned,"",16,29,-44.8
27649,20220130,S08000020,"",2,Planned,"",33,68,-51.5
27650,20220130,S08000020,"",3,Planned,"",53,82.5,-35.8
27651,20220130,S08000020,"",4,Planned,"",64,121,-47.1
27652,20220130,S08000020,"",5,Planned,"",55,85,-35.3
27653,20220130,S08000022,"",1,Planned,"",10,16.5,-39.4
27654,20220130,S08000022,"",2,Planned,"",20,34,-41.2
27655,20220130,S08000022,"",3,Planned,"",46,59,-22
27656,20220130,S08000022,"",4,Planned,"",32,48.5,-34
27657,20220130,S08000024,"",1,Planned,"",62,78,-20.5
27658,20220130,S08000024,"",2,Planned,"",92,129.5,-29
27659,20220130,S08000024,"",3,Planned,"",89,127.5,-30.2
27660,20220130,S08000024,"",4,Planned,"",95,101,-5.9
27661,20220130,S08000024,"",5,Planned,"",111,119.5,-7.1
27662,20220130,S08000026,"",4,Planned,"",9,2,350
27663,20220130,S08000028,"",3,Planned,"",6,16.5,-63.6
27664,20220130,S08000029,"",1,Planned,"",21,25,-16
27665,20220130,S08000029,"",2,Planned,"",17,36.5,-53.4
27666,20220130,S08000029,"",3,Planned,"",19,23,-17.4
27667,20220130,S08000029,"",4,Planned,"",19,22,-13.6
27668,20220130,S08000029,"",5,Planned,"",7,19,-63.2
27669,20220130,S08000030,"",1,Planned,"",36,50,-28
27670,20220130,S08000030,"",2,Planned,"",33,47,-29.8
27671,20220130,S08000030,"",3,Planned,"",44,59,-25.4
27672,20220130,S08000030,"",4,Planned,"",37,65.5,-43.5
27673,20220130,S08000030,"",5,Planned,"",29,54.5,-46.8
27674,20220130,S08000031,"",1,Planned,"",363,526.5,-31.1
27675,20220130,S08000031,"",2,Planned,"",196,272,-27.9
27676,20220130,S08000031,"",3,Planned,"",184,231,-20.3
27677,20220130,S08000031,"",4,Planned,"",166,198.5,-16.4
27678,20220130,S08000031,"",5,Planned,"",187,229,-18.3
27679,20220130,S08000032,"",1,Planned,"",42,83,-49.4
27680,20220130,S08000032,"",2,Planned,"",49,77.5,-36.8
27681,20220130,S08000032,"",3,Planned,"",33,47,-29.8
27682,20220130,S08000032,"",4,Planned,"",26,34,-23.5
27683,20220130,S08000032,"",5,Planned,"",13,31,-58.1
27684,20220130,S92000003,d,1,Planned,"",628,932,-32.6
27685,20220130,S92000003,d,2,Planned,"",523,813.5,-35.7
27686,20220130,S92000003,d,3,Planned,"",569,804.5,-29.3
27687,20220130,S92000003,d,4,Planned,"",520,702,-25.9
27688,20220130,S92000003,d,5,Planned,"",460,621,-25.9
27689,20220130,NA,NA,1,Planned,"",47,51.5,-8.7
27690,20220130,NA,NA,2,Planned,"",41,52.5,-21.9
27691,20220130,NA,NA,3,Planned,"",42,50,-16
27692,20220130,NA,NA,4,Planned,"",38,42,-9.5
27693,20220130,NA,NA,5,Planned,"",29,38,-23.7
27694,20220206,S08000015,"",1,Planned,"",25,24,4.2
27695,20220206,S08000015,"",2,Planned,"",9,20,-55
27696,20220206,S08000015,"",3,Planned,"",11,23.5,-53.2
27697,20220206,S08000015,"",4,Planned,"",6,11.5,-47.8
27698,20220206,S08000015,"",5,Planned,"",8,12,-33.3
27699,20220206,S08000016,"",3,Planned,"",8,13,-38.5
27700,20220206,S08000016,"",4,Planned,"",8,8.5,-5.9
27701,20220206,S08000017,"",2,Planned,"",14,32,-56.2
27702,20220206,S08000017,"",3,Planned,"",22,24,-8.3
27703,20220206,S08000017,"",4,Planned,"",14,11.5,21.7
27704,20220206,S08000019,"",1,Planned,"",35,32,9.4
27705,20220206,S08000019,"",2,Planned,"",17,29.5,-42.4
27706,20220206,S08000019,"",3,Planned,"",26,37.5,-30.7
27707,20220206,S08000019,"",4,Planned,"",18,31,-41.9
27708,20220206,S08000019,"",5,Planned,"",13,22.5,-42.2
27709,20220206,S08000020,"",1,Planned,"",8,19.5,-59
27710,20220206,S08000020,"",2,Planned,"",38,77.5,-51
27711,20220206,S08000020,"",3,Planned,"",63,75,-16
27712,20220206,S08000020,"",4,Planned,"",69,100,-31
27713,20220206,S08000020,"",5,Planned,"",60,84,-28.6
27714,20220206,S08000022,"",1,Planned,"",13,16,-18.8
27715,20220206,S08000022,"",2,Planned,"",17,26,-34.6
27716,20220206,S08000022,"",3,Planned,"",49,60.5,-19
27717,20220206,S08000022,"",4,Planned,"",31,48.5,-36.1
27718,20220206,S08000024,"",1,Planned,"",63,88,-28.4
27719,20220206,S08000024,"",2,Planned,"",85,123,-30.9
27720,20220206,S08000024,"",3,Planned,"",94,108,-13
27721,20220206,S08000024,"",4,Planned,"",93,105,-11.4
27722,20220206,S08000024,"",5,Planned,"",108,139,-22.3
27723,20220206,S08000026,"",3,Planned,"",7,1,600
27724,20220206,S08000026,"",4,Planned,"",8,4.5,77.8
27725,20220206,S08000028,"",3,Planned,"",9,19.5,-53.8
27726,20220206,S08000029,"",1,Planned,"",21,31.5,-33.3
27727,20220206,S08000029,"",2,Planned,"",18,28.5,-36.8
27728,20220206,S08000029,"",3,Planned,"",21,23.5,-10.6
27729,20220206,S08000029,"",4,Planned,"",22,22.5,-2.2
27730,20220206,S08000029,"",5,Planned,"",12,15.5,-22.6
27731,20220206,S08000030,"",1,Planned,"",30,44.5,-32.6
27732,20220206,S08000030,"",2,Planned,"",30,43,-30.2
27733,20220206,S08000030,"",3,Planned,"",36,58,-37.9
27734,20220206,S08000030,"",4,Planned,"",51,65.5,-22.1
27735,20220206,S08000030,"",5,Planned,"",39,55.5,-29.7
27736,20220206,S08000031,"",1,Planned,"",427,497.5,-14.2
27737,20220206,S08000031,"",2,Planned,"",247,314.5,-21.5
27738,20220206,S08000031,"",3,Planned,"",199,236.5,-15.9
27739,20220206,S08000031,"",4,Planned,"",163,204.5,-20.3
27740,20220206,S08000031,"",5,Planned,"",193,233,-17.2
27741,20220206,S08000032,"",1,Planned,"",54,84.5,-36.1
27742,20220206,S08000032,"",2,Planned,"",55,76.5,-28.1
27743,20220206,S08000032,"",3,Planned,"",17,40,-57.5
27744,20220206,S08000032,"",4,Planned,"",29,41,-29.3
27745,20220206,S08000032,"",5,Planned,"",18,24,-25
27746,20220206,S92000003,d,1,Planned,"",735,897.5,-18.1
27747,20220206,S92000003,d,2,Planned,"",579,826.5,-29.9
27748,20220206,S92000003,d,3,Planned,"",606,766,-20.9
27749,20220206,S92000003,d,4,Planned,"",544,696.5,-21.9
27750,20220206,S92000003,d,5,Planned,"",495,633.5,-21.9
27751,20220206,NA,NA,1,Planned,"",54,49.5,9.1
27752,20220206,NA,NA,2,Planned,"",42,44,-4.5
27753,20220206,NA,NA,3,Planned,"",43,46,-6.5
27754,20220206,NA,NA,4,Planned,"",30,37.5,-20
27755,20220206,NA,NA,5,Planned,"",37,31,19.4
27756,20220213,S08000015,"",1,Planned,"",19,33.5,-43.3
27757,20220213,S08000015,"",2,Planned,"",15,32,-53.1
27758,20220213,S08000015,"",3,Planned,"",13,17.5,-25.7
27759,20220213,S08000015,"",4,Planned,"",9,18,-50
27760,20220213,S08000015,"",5,Planned,"",8,13.5,-40.7
27761,20220213,S08000016,"",3,Planned,"",6,21,-71.4
27762,20220213,S08000017,"",1,Planned,"",7,6,16.7
27763,20220213,S08000017,"",2,Planned,"",17,27.5,-38.2
27764,20220213,S08000017,"",3,Planned,"",14,43.5,-67.8
27765,20220213,S08000017,"",4,Planned,"",13,13,0
27766,20220213,S08000017,"",5,Planned,"",8,7.5,6.7
27767,20220213,S08000019,"",1,Planned,"",26,25,4
27768,20220213,S08000019,"",2,Planned,"",22,43.5,-49.4
27769,20220213,S08000019,"",3,Planned,"",16,30.5,-47.5
27770,20220213,S08000019,"",4,Planned,"",18,31.5,-42.9
27771,20220213,S08000019,"",5,Planned,"",18,22,-18.2
27772,20220213,S08000020,"",1,Planned,"",8,23,-65.2
27773,20220213,S08000020,"",2,Planned,"",39,70,-44.3
27774,20220213,S08000020,"",3,Planned,"",44,96,-54.2
27775,20220213,S08000020,"",4,Planned,"",64,126.5,-49.4
27776,20220213,S08000020,"",5,Planned,"",50,89,-43.8
27777,20220213,S08000022,"",1,Planned,"",13,14,-7.1
27778,20220213,S08000022,"",2,Planned,"",25,35,-28.6
27779,20220213,S08000022,"",3,Planned,"",53,66,-19.7
27780,20220213,S08000022,"",4,Planned,"",36,35,2.9
27781,20220213,S08000022,"",5,Planned,"",9,8,12.5
27782,20220213,S08000024,"",1,Planned,"",54,93.5,-42.2
27783,20220213,S08000024,"",2,Planned,"",102,153,-33.3
27784,20220213,S08000024,"",3,Planned,"",74,112,-33.9
27785,20220213,S08000024,"",4,Planned,"",67,108.5,-38.2
27786,20220213,S08000024,"",5,Planned,"",105,123.5,-15
27787,20220213,S08000025,"",4,Planned,"",5,6,-16.7
27788,20220213,S08000026,"",3,Planned,"",5,1.5,233.3
27789,20220213,S08000026,"",4,Planned,"",8,2.5,220
27790,20220213,S08000028,"",3,Planned,"",6,15,-60
27791,20220213,S08000029,"",1,Planned,"",18,27,-33.3
27792,20220213,S08000029,"",2,Planned,"",29,33.5,-13.4
27793,20220213,S08000029,"",3,Planned,"",20,33,-39.4
27794,20220213,S08000029,"",4,Planned,"",12,21.5,-44.2
27795,20220213,S08000029,"",5,Planned,"",22,21,4.8
27796,20220213,S08000030,"",1,Planned,"",33,42,-21.4
27797,20220213,S08000030,"",2,Planned,"",40,47.5,-15.8
27798,20220213,S08000030,"",3,Planned,"",33,48,-31.2
27799,20220213,S08000030,"",4,Planned,"",72,72,0
27800,20220213,S08000030,"",5,Planned,"",30,50.5,-40.6
27801,20220213,S08000031,"",1,Planned,"",420,480,-12.5
27802,20220213,S08000031,"",2,Planned,"",234,270.5,-13.5
27803,20220213,S08000031,"",3,Planned,"",167,232,-28
27804,20220213,S08000031,"",4,Planned,"",129,203.5,-36.6
27805,20220213,S08000031,"",5,Planned,"",178,233,-23.6
27806,20220213,S08000032,"",1,Planned,"",49,74.5,-34.2
27807,20220213,S08000032,"",2,Planned,"",42,64.5,-34.9
27808,20220213,S08000032,"",3,Planned,"",25,46.5,-46.2
27809,20220213,S08000032,"",4,Planned,"",26,40,-35
27810,20220213,S08000032,"",5,Planned,"",11,19.5,-43.6
27811,20220213,S92000003,d,1,Planned,"",695,872,-20.3
27812,20220213,S92000003,d,2,Planned,"",616,843,-26.9
27813,20220213,S92000003,d,3,Planned,"",507,795.5,-36.3
27814,20220213,S92000003,d,4,Planned,"",503,734.5,-31.5
27815,20220213,S92000003,d,5,Planned,"",463,626.5,-26.1
27816,20220213,NA,NA,1,Planned,"",46,51.5,-10.7
27817,20220213,NA,NA,2,Planned,"",47,53,-11.3
27818,20220213,NA,NA,3,Planned,"",30,32.5,-7.7
27819,20220213,NA,NA,4,Planned,"",40,44,-9.1
27820,20220213,NA,NA,5,Planned,"",24,34,-29.4
27821,20220220,S08000015,"",1,Planned,"",12,33.5,-64.2
27822,20220220,S08000015,"",2,Planned,"",15,21.5,-30.2
27823,20220220,S08000015,"",3,Planned,"",11,15.5,-29
27824,20220220,S08000015,"",4,Planned,"",6,14,-57.1
27825,20220220,S08000015,"",5,Planned,"",5,13,-61.5
27826,20220220,S08000016,"",3,Planned,"",11,17,-35.3
27827,20220220,S08000016,"",4,Planned,"",8,9.5,-15.8
27828,20220220,S08000016,"",5,Planned,"",5,2.5,100
27829,20220220,S08000017,"",1,Planned,"",8,9,-11.1
27830,20220220,S08000017,"",2,Planned,"",11,23.5,-53.2
27831,20220220,S08000017,"",3,Planned,"",14,39.5,-64.6
27832,20220220,S08000017,"",4,Planned,"",13,19,-31.6
27833,20220220,S08000019,"",1,Planned,"",29,18,61.1
27834,20220220,S08000019,"",2,Planned,"",29,48.5,-40.2
27835,20220220,S08000019,"",3,Planned,"",31,36.5,-15.1
27836,20220220,S08000019,"",4,Planned,"",23,29,-20.7
27837,20220220,S08000019,"",5,Planned,"",26,18.5,40.5
27838,20220220,S08000020,"",1,Planned,"",12,20,-40
27839,20220220,S08000020,"",2,Planned,"",21,54,-61.1
27840,20220220,S08000020,"",3,Planned,"",46,90.5,-49.2
27841,20220220,S08000020,"",4,Planned,"",50,102.5,-51.2
27842,20220220,S08000020,"",5,Planned,"",44,73.5,-40.1
27843,20220220,S08000022,"",1,Planned,"",11,19,-42.1
27844,20220220,S08000022,"",2,Planned,"",29,23,26.1
27845,20220220,S08000022,"",3,Planned,"",46,59,-22
27846,20220220,S08000022,"",4,Planned,"",35,29,20.7
27847,20220220,S08000022,"",5,Planned,"",5,6.5,-23.1
27848,20220220,S08000024,"",1,Planned,"",53,80,-33.8
27849,20220220,S08000024,"",2,Planned,"",88,131,-32.8
27850,20220220,S08000024,"",3,Planned,"",61,96,-36.5
27851,20220220,S08000024,"",4,Planned,"",78,94,-17
27852,20220220,S08000024,"",5,Planned,"",79,118.5,-33.3
27853,20220220,S08000026,"",3,Planned,"",11,1.5,633.3
27854,20220220,S08000026,"",4,Planned,"",7,0,8000
27855,20220220,S08000028,"",3,Planned,"",12,23,-47.8
27856,20220220,S08000029,"",1,Planned,"",20,32,-37.5
27857,20220220,S08000029,"",2,Planned,"",20,31.5,-36.5
27858,20220220,S08000029,"",3,Planned,"",21,28.5,-26.3
27859,20220220,S08000029,"",4,Planned,"",16,26.5,-39.6
27860,20220220,S08000029,"",5,Planned,"",13,20,-35
27861,20220220,S08000030,"",1,Planned,"",38,57.5,-33.9
27862,20220220,S08000030,"",2,Planned,"",35,48.5,-27.8
27863,20220220,S08000030,"",3,Planned,"",41,45,-8.9
27864,20220220,S08000030,"",4,Planned,"",50,68,-26.5
27865,20220220,S08000030,"",5,Planned,"",26,48.5,-46.4
27866,20220220,S08000031,"",1,Planned,"",377,493.5,-23.6
27867,20220220,S08000031,"",2,Planned,"",234,269.5,-13.2
27868,20220220,S08000031,"",3,Planned,"",162,214.5,-24.5
27869,20220220,S08000031,"",4,Planned,"",147,201,-26.9
27870,20220220,S08000031,"",5,Planned,"",173,215,-19.5
27871,20220220,S08000032,"",1,Planned,"",52,74,-29.7
27872,20220220,S08000032,"",2,Planned,"",51,68,-25
27873,20220220,S08000032,"",3,Planned,"",25,42,-40.5
27874,20220220,S08000032,"",4,Planned,"",28,34.5,-18.8
27875,20220220,S08000032,"",5,Planned,"",18,23,-21.7
27876,20220220,S92000003,d,1,Planned,"",638,893.5,-28.6
27877,20220220,S92000003,d,2,Planned,"",585,775.5,-24.6
27878,20220220,S92000003,d,3,Planned,"",523,749,-30.2
27879,20220220,S92000003,d,4,Planned,"",495,670.5,-26.2
27880,20220220,S92000003,d,5,Planned,"",423,575.5,-26.5
27881,20220220,NA,NA,1,Planned,"",23,55,-58.2
27882,20220220,NA,NA,2,Planned,"",47,44,6.8
27883,20220220,NA,NA,3,Planned,"",30,39.5,-24.1
27884,20220220,NA,NA,4,Planned,"",32,39,-17.9
27885,20220220,NA,NA,5,Planned,"",26,33.5,-22.4
27886,20220227,S08000015,"",1,Planned,"",16,39.5,-59.5
27887,20220227,S08000015,"",2,Planned,"",17,28.5,-40.4
27888,20220227,S08000015,"",3,Planned,"",8,19,-57.9
27889,20220227,S08000015,"",4,Planned,"",9,18,-50
27890,20220227,S08000016,"",3,Planned,"",5,17.5,-71.4
27891,20220227,S08000016,"",4,Planned,"",7,8.5,-17.6
27892,20220227,S08000017,"",1,Planned,"",8,8.5,-5.9
27893,20220227,S08000017,"",2,Planned,"",13,24,-45.8
27894,20220227,S08000017,"",3,Planned,"",14,21.5,-34.9
27895,20220227,S08000017,"",4,Planned,"",10,12.5,-20
27896,20220227,S08000019,"",1,Planned,"",18,37,-51.4
27897,20220227,S08000019,"",2,Planned,"",26,37.5,-30.7
27898,20220227,S08000019,"",3,Planned,"",30,34,-11.8
27899,20220227,S08000019,"",4,Planned,"",28,29.5,-5.1
27900,20220227,S08000019,"",5,Planned,"",18,24,-25
27901,20220227,S08000020,"",1,Planned,"",9,24,-62.5
27902,20220227,S08000020,"",2,Planned,"",31,71.5,-56.6
27903,20220227,S08000020,"",3,Planned,"",43,85,-49.4
27904,20220227,S08000020,"",4,Planned,"",62,99.5,-37.7
27905,20220227,S08000020,"",5,Planned,"",52,100,-48
27906,20220227,S08000022,"",1,Planned,"",11,15,-26.7
27907,20220227,S08000022,"",2,Planned,"",15,45.5,-67
27908,20220227,S08000022,"",3,Planned,"",48,73.5,-34.7
27909,20220227,S08000022,"",4,Planned,"",26,45.5,-42.9
27910,20220227,S08000022,"",5,Planned,"",11,9.5,15.8
27911,20220227,S08000024,"",1,Planned,"",62,80,-22.5
27912,20220227,S08000024,"",2,Planned,"",84,137,-38.7
27913,20220227,S08000024,"",3,Planned,"",77,124.5,-38.2
27914,20220227,S08000024,"",4,Planned,"",89,117,-23.9
27915,20220227,S08000024,"",5,Planned,"",119,138,-13.8
27916,20220227,S08000026,"",3,Planned,"",7,4,75
27917,20220227,S08000026,"",4,Planned,"",10,3,233.3
27918,20220227,S08000028,"",3,Planned,"",8,16.5,-51.5
27919,20220227,S08000029,"",1,Planned,"",24,33.5,-28.4
27920,20220227,S08000029,"",2,Planned,"",23,33,-30.3
27921,20220227,S08000029,"",3,Planned,"",17,29.5,-42.4
27922,20220227,S08000029,"",4,Planned,"",13,25,-48
27923,20220227,S08000029,"",5,Planned,"",10,18.5,-45.9
27924,20220227,S08000030,"",1,Planned,"",32,50,-36
27925,20220227,S08000030,"",2,Planned,"",25,34,-26.5
27926,20220227,S08000030,"",3,Planned,"",37,41,-9.8
27927,20220227,S08000030,"",4,Planned,"",45,54.5,-17.4
27928,20220227,S08000030,"",5,Planned,"",31,56.5,-45.1
27929,20220227,S08000031,"",1,Planned,"",397,483.5,-17.9
27930,20220227,S08000031,"",2,Planned,"",228,321.5,-29.1
27931,20220227,S08000031,"",3,Planned,"",225,225,0
27932,20220227,S08000031,"",4,Planned,"",158,204,-22.5
27933,20220227,S08000031,"",5,Planned,"",205,250,-18
27934,20220227,S08000032,"",1,Planned,"",50,79.5,-37.1
27935,20220227,S08000032,"",2,Planned,"",31,73.5,-57.8
27936,20220227,S08000032,"",3,Planned,"",28,41,-31.7
27937,20220227,S08000032,"",4,Planned,"",23,41.5,-44.6
27938,20220227,S08000032,"",5,Planned,"",18,19.5,-7.7
27939,20220227,S92000003,d,1,Planned,"",675,904.5,-25.4
27940,20220227,S92000003,d,2,Planned,"",528,863,-38.8
27941,20220227,S92000003,d,3,Planned,"",584,778.5,-25
27942,20220227,S92000003,d,4,Planned,"",520,708,-26.6
27943,20220227,S92000003,d,5,Planned,"",492,673.5,-26.9
27944,20220227,NA,NA,1,Planned,"",45,52.5,-14.3
27945,20220227,NA,NA,2,Planned,"",31,44.5,-30.3
27946,20220227,NA,NA,3,Planned,"",35,44.5,-21.3
27947,20220227,NA,NA,4,Planned,"",35,45.5,-23.1
27948,20220227,NA,NA,5,Planned,"",23,38.5,-40.3
27949,20220306,S08000015,"",1,Planned,"",20,30.5,-34.4
27950,20220306,S08000015,"",2,Planned,"",15,24,-37.5
27951,20220306,S08000015,"",3,Planned,"",5,18,-72.2
27952,20220306,S08000015,"",4,Planned,"",10,9.5,5.3
27953,20220306,S08000016,"",3,Planned,"",7,14,-50
27954,20220306,S08000016,"",4,Planned,"",10,8,25
27955,20220306,S08000017,"",2,Planned,"",20,20,0
27956,20220306,S08000017,"",3,Planned,"",22,30.5,-27.9
27957,20220306,S08000017,"",4,Planned,"",9,11.5,-21.7
27958,20220306,S08000017,"",5,Planned,"",7,4.5,55.6
27959,20220306,S08000019,"",1,Planned,"",22,20,10
27960,20220306,S08000019,"",2,Planned,"",19,30.5,-37.7
27961,20220306,S08000019,"",3,Planned,"",26,31,-16.1
27962,20220306,S08000019,"",4,Planned,"",17,24.5,-30.6
27963,20220306,S08000019,"",5,Planned,"",20,15.5,29
27964,20220306,S08000020,"",1,Planned,"",12,21,-42.9
27965,20220306,S08000020,"",2,Planned,"",48,66,-27.3
27966,20220306,S08000020,"",3,Planned,"",56,88.5,-36.7
27967,20220306,S08000020,"",4,Planned,"",55,107.5,-48.8
27968,20220306,S08000020,"",5,Planned,"",59,74.5,-20.8
27969,20220306,S08000022,"",1,Planned,"",8,17.5,-54.3
27970,20220306,S08000022,"",2,Planned,"",15,40,-62.5
27971,20220306,S08000022,"",3,Planned,"",33,81,-59.3
27972,20220306,S08000022,"",4,Planned,"",23,41.5,-44.6
27973,20220306,S08000022,"",5,Planned,"",5,8,-37.5
27974,20220306,S08000024,"",1,Planned,"",60,81.5,-26.4
27975,20220306,S08000024,"",2,Planned,"",102,126.5,-19.4
27976,20220306,S08000024,"",3,Planned,"",91,100.5,-9.5
27977,20220306,S08000024,"",4,Planned,"",82,97.5,-15.9
27978,20220306,S08000024,"",5,Planned,"",99,117.5,-15.7
27979,20220306,S08000026,"",3,Planned,"",6,3,100
27980,20220306,S08000026,"",4,Planned,"",9,2.5,260
27981,20220306,S08000028,"",3,Planned,"",11,12,-8.3
27982,20220306,S08000029,"",1,Planned,"",23,29,-20.7
27983,20220306,S08000029,"",2,Planned,"",27,29.5,-8.5
27984,20220306,S08000029,"",3,Planned,"",30,27,11.1
